recipient,name
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Висновок державної санітарно – епідеміологічної експертизи документації на розроблювані техніку, технології, устаткування, інструменти тощо (Київська міська санітарно – епідеміологічна станція)"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Висновок державної санітарно – епідеміологічної експертизи документації на розроблювані техніку, технології, устаткування, інструменти тощо (ДЗ «Санітарно-епідеміологічна станція на Південно-Західній залізниці» МОЗ України)"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Висновок державної експертизи землевпорядної документації щодо об’єктів, які підлягають обов'язковій (первинній, повторній, додатковій) державній експертизі"
Фізичні особи,"Визначення способів участі у вихованні дитини того з батьків, хто проживає окремо від неї"
Фізичні особи,Визначення місця проживання малолітньої дитини.
Фізичні особи,"Визначення імені та/або прізвища дитини, яка знайдена, покинута в пологовому будинку, іншому закладі охорони здоров’я дитини"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Визначення відповідності вимогам навчальних програм матеріально-технічної бази навчального закладу з підготовки трактористів-машиністів та реєстрація навчальних класів і груп з їх підготовки.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача талона про проходження державного технічного огляду
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача талона попереджень до посвідчення тракториста-машиніста
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача свідоцтва про реєстрацію машини
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача свідоцтва про право власності на нерухоме майно
Фізичні особи,Видача свідоцтва про право власності на житло.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача свідоцтва на право вивезення (тимчасового вивезення) культурних цінностей з території України.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача свідоцтв про право власності на житло
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача розпоряджень про приватизацію житла на підставі заяв громадян, які виявили бажання приватизувати займане житло"
Фізичні особи,Видача посвідчень батьків та дитини з багатодітної сім’ї.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача посвідчення тракториста-машиніста
Фізичні особи,"Видача посвідчення особам, які постраждали внаслідок Чорнобильської катастрофи"
Фізичні особи,Видача посвідчення опікуна або піклувальника
Фізичні особи,Видача посвідчення «Член сім'ї загиблого»
Фізичні особи,Видача посвідчення «Учасник війни»
Фізичні особи,Видача посвідчення «Інвалід війни»
Фізичні особи,Видача погодження про зняття з реєстрації підопічного
Фізичні особи,Видача ордеру на житлову та службову житлову площу.
Фізичні особи,Видача ордерів
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача номерного знака, дубліката свідоцтва про реєстрацію машини, посвідчення тракториста-машиніста, талона попереджень замість втрачених або таких, що стали непридатними"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача номерного знака «Транзит»
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача номерного знака ""Транзит"""
Фізичні особи,Видача направлень на виготовлення технічних та інших засобів реабілітації
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача копії розпорядження про призначення управителя та затвердження договору про управління майном, що використовується у підприємницькій діяльності та стало власністю дитини"
"Юридичні особи,Фізичні особи,Іноземні громадяни,Суб’єкти господарювання",Видача картки платника податків та внесення до паспорта громадянина України даних про реєстраційний номер облікової картки платника податків з Державного реєстру фізичних осіб-платників податків
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача замість втрачених або таких, що стали непридатними свідоцтва про реєстрацію машини."
Фізичні особи,"Видача замість втрачених або таких, що стали непридатними посвідчення тракториста-машиніста."
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача замість втрачених або таких, що стали непридатними номерного знака «Транзит»"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача замість втрачених або таких, що стали непридатними державного номерного знака"
Фізичні особи,Видача дубліката свідоцтва про право власності на житло.
Фізичні особи,"Видача довідок про перебування на обліку громадян, які бажають вступити до житлово-будівельного кооперативу"
Фізичні особи,Видача довідок про перебування громадян на квартирному та кооперативному обліку на участь у програмі Доступне житло
Фізичні особи,Видача довідок про перебування громадян на квартирному обліку
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача довідок про наявність земельних ділянок у власності, користуванні чи оренді."
Фізичні особи,Видача довідок про наявність або відсутність заброньованого жилого приміщення
Фізичні особи,"Видача довідок про наявність (відсутність) рішення суду визнання особи недієздатною або обмежено дієздатною, яка призначається на посаду професійного судді вперше"
Фізичні особи,"Видача довідок про відсутність громадян на обліку, які бажають вступити до житлово-будівельного кооперативу"
Фізичні особи,Видача довідок про відсутність громадян на квартирному обліку
Фізичні особи,Видача довідки про участь в приватизації житла державного житлового фонду.
Фізичні особи,"Видача довідки про перебування у списках бажаючих прийняти участь у програмах «Доступне житло» 50/50, 60/40, 70/30."
Фізичні особи,Видача довідки про перебування на квартирному обліку.
Фізичні особи,"Видача довідки про компенсаційні виплати батькам на дітей, які постраждали внаслідок Чорнобильської катастрофи"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача довідки з питань реєстрації,перереєстрації, відчуження машин у випадках передбачених законодавством"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Видача державного номерного знака
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Видача витягів з книг реєстрації документів, що посвідчують право власності чи користування (оренди) земельними ділянками."
Фізичні особи,Видача висновку про доцільність усиновлення дитини дружини (чоловіка) та відповідність його інтересам дитини.
Фізичні особи,Видача «Посвідчення жертви нацистських переслідувань»
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Будівельний паспорт забудови земельної ділянки.
Фізичні особи,Бронювання житла та видача охоронних свідоцтв (броні)
Юридичні особи,Видача дубліката оригіналу установчих документів юридичної особи та/або змін до них.
Юридичні особи,Державна реєстрація припинення діяльності юридичної особи.
Юридичні особи,Державна реєстрація змін до установчих документів юридичної особи.
Юридичні особи,Видача ліцензій на товари експорт та імпорт яких підлягає ліцензуванню
